리뷰,rep,index,Processing,평가
주변에 예약으로 자전거나 캠핑물품을 빌릴 곳도 많아서 돈만 들고 가면 된다.,3,42,"['주변', '예약', '자전거', '캠핑', '물품', '빌리다', '곳도', '많다', '돈', '만', '들다', '가면', '되다']",긍정
사람이 많을 땐 사람에 치이러 온건지 구경하러 온건지 모를 정도이다.,4,42,"['사람', '많다', '땐', '사람', '치이다', '온건', '지', '구경', '하다', '온건', '지', '모르다', '정도', '이다']",부정
그래도 가족과 연인과 친구와 함께 즐길 수 있는 곳이다.,5,42,"['가족', '연인', '친구', '즐기다', '수', '곳', '이다']",긍정
야밤에도 사람많아서 산책하기 좋음,0,43,"['밤', '에도', '사람', '많다', '산책', '하다', '좋다']",긍정
서울에서 최고의 시민들의 휴식공간입니다.,0,44,"['서울', '최고', '시민', '휴식', '공간', '이다']",긍정
전망 좋은 곳!,0,45,"['전망', '좋다', '곳']",긍정
실컷 즐기다 갑니다 ㅎㅎ,1,45,"['실컷', '즐기다', '가다', 'ㅎㅎ']",긍정
시원한 가을에 한번 더 와보고 싶네요,2,45,"['시원하다', '가을', '한번', '더', '오다', '보고', '싶다']",긍정
화장실깨끗해요!,3,45,"['화장실', '깨끗하다']",긍정
관리 잘되는 느낌입니다,4,45,"['관리', '잘', '되다', '느낌', '이다']",긍정
서울 시민의 영원한 휴식처이다.,0,46,"['서울', '시민', '영원하다', '휴식', '처', '이다']",부정
폭 1km의 길이와 수량은 도심 속에 답답한 심정을 해소 해 주고 돚자리 피고 배달음식 또는 치킨과 맥주 한잔과 친구들과 수다는 스트레스를 일거에 해소 해 준다.,1,46,"['폭', 'km', '길이', '수량', '은', '도심', '속', '답답하다', '심정', '해소', '해', '주다', '돚', '자리', '피고', '배달', '음식', '또는', '치킨', '맥주', '한잔', '친구', '수다', '는', '스트레스', '이다', '해소', '해', '주다']",긍정
2022년 서울세계불꽃축제의 명당 자리이기도 하다.,2,46,"['2022년', '서', '울', '세계', '불꽃', '축제', '명당', '자리', '이기도', '하다']",긍정
휴식 공간으로 참 좋아요.,0,47,"['휴식', '공간', '차다', '좋다']",긍정
주차도 편리하고 자전거 빌려서 타기도 좋아요.,1,47,"['주차', '도', '편리하다', '자전거', '빌리다', '타', '기도', '좋다']",긍정
2022년은 도깨비에서 달빛으로 바뀐 야시장이였고 코로나 빼고 거의 매년마다 갔었지만 사람이 가장 많았었던거 같다.,0,48,"['2022년', '은', '도깨비', '달빛', '바뀌다', '야시장', '이다', '코로나', '빼다', '매년', '마다', '가다', '사람', '가장', '많다']",긍정
푸드트럭도 7시?도 되지 않았는데 재료소진도 여러곳 보였고 기본 40분에서 1시간이상 줄서야 먹을수있었다,1,48,"['푸드', '트럭', '도', '7시', '도', '되다', '않다', '재료', '소', '진도', '여러', '곳', '보이다', '기본', '40분', '1시간', '줄', '서다', '먹다']",부정
한강 야경은 넘 분위기있어 좋았고 구경하면서 팔찌도 반지도 픽하고  맨 나중에 알았지만 푸드트럭 영수증ㅠ 하나도 안챙겼는데 영수증 있으면 저 상자를 준다 안에는 집게 장갑 파우치 들어있었는데 알았으면 영수증 다 받았징,2,48,"['한강', '야경', '은', '넘다', '분위기', '좋다', '구경', '하다', '팔찌', '도', '반지', '도', '픽', '하고', '맨', '나중', '알다', '푸드', '트럭', '영수증', 'ㅠ', '도', '안', '챙기다', '영수증', '상자', '주다', '안', '에는', '집게', '장갑', '파우치', '들다', '알다', '영수증', '다', '받다', '징']",긍정
간만에 즐거운 시간이였다,3,48,"['간만', '즐겁다', '이다']",긍정
"1. 아이 서울 유, 이제 서울 리브랜딩하면 사라진다죠.",0,49,"['서울', '유', '이제', '서울', '리브', '랜딩', '면', '사라지다']",긍정
2. 여의도 한강공원이 최고인 것 같아요.,1,49,"['여의도', '한강', '공원', '최고', '인']",긍정
"3. 2인 자전거 최초 1시간 6천원인데, 신분증을 맡겨야 해요.",2,49,"['인', '자전거', '최초', '1시간', '6천원', '인데', '신분증', '맡기다', '해', '요']",부정
매우 불안,3,49,"['매우', '불안']",부정
한여름 아이와 함께 갈 만한 곳 중에 여기만한데가 없어요.,0,50,"['한여름', '갈다', '만', '한', '곳', '중', '기만', '한', '데', '없다']",부정
잘 관리해주는 서울시에 감사.,1,50,"['자다', '관리', '해주다', '서울시', '감사']",긍정
불꽃축제 참석 진짜 볼만하더라구요,0,51,"['불꽃', '축제', '참석', '진짜', '볼', '만', '하다']",부정
공원 너무 잘 조성되어있어서 감탄했어요,1,51,"['공원', '너무', '자다', '조성', '되어다', '감탄', '하다']",긍정
아침부터 명당자리 맡는 사람들 이해가 됐습니다,2,51,"['아침', '명당', '자리', '맡다', '사람', '이해', '돼다']",긍정
윌드컵대교 남단에 양쪽 엘리베이터.,0,52,"['윌드', '컵', '대교', '남단', '양쪽', '엘리베이터']",부정
설치 새로운 산책 라이딩 코스 야경 멋집니다,1,52,"['설치', '새롭다', '산책', '라이딩', '코스', '야경', '멋지다']",긍정
건너편은 엘베 없습니다,2,52,"['건너편', '은', '엘베', '없다']",부정
마라톤대회 때문에 다녀왔어요.,0,53,"['마라톤', '대회', '때문', '다녀오다']",긍정
그래서 자세한 건 못봤지만 화장실이 다수 있어서 좋았고 걷기 운동.,1,53,"['자세하다', '건', '못', '보다', '화장실', '좋다', '걷기', '운동']",긍정
달리기 운동하기가 정말 좋아보였어요.,2,53,"['달리기', '운동', '하다', '정말', '좋다', '보이다']",긍정
라면에 맥주 한잔 시원하니 좋네요,0,54,"['라면', '맥주', '한잔', '시원하다', '좋다']",긍정
서울최고의 벚꽃길 많은 사람들로 인해서 벚꽃과 사람 한강이 멋지게 감상할수 있는곳입니다.,0,55,"['서', '울', '최고', '벚꽃', '길', '많다', '사람', '인하다', '벚꽃', '사람', '한강', '멋지다', '감상', '하다', '곳', '이다']",긍정
그냥 딱 좋다라고 하면 될듯합니다.,1,55,"['그냥', '좋다', '하다', '되다', '하다']",부정
주말에는 더욱더 터져나갈듯 합니다.,2,55,"['주말', '에는', '터지다', '나가다', '하다']",긍정
거의 만개에 가깝게 벚꽃들이 피고 있으니 빨리들 가보세요^^,3,55,"['만', '개', '가깝다', '벚꽃', '피고', '빨리', '들다', '가보다', '^^']",긍정
역시 강바람이 시원한 한강공원🤗👍👍여름밤 로맨틱 최고…,0,56,"['역시', '강바람', '시원하다', '한강', '공원', '🤗👍👍', '여름밤', '로맨틱', '최고']",긍정
여의나루역에서 바로 밑에 위치해 있다.,0,57,"['여의나루역', '밑', '위치', '하다']",부정
먹을 것 많고 볼거리도 많은 공원.,1,57,"['먹다', '많다', '볼거리', '도', '많다', '공원']",긍정
"돗자리를 대여하고 앉아, 음식을 먹고 있으면..",2,57,"['돗자리', '대여', '하고', '앉다', '음식', '먹다', '..']",긍정
순식간에 갈매기와 비둘기 떼가 날아와 위협하는 진풍경을 볼 수 있는 곳!,3,57,"['순식간', '갈매기', '비둘기', '떼', '날아오다', '위협', '하다', '진', '풍경', '볼', '수', '곳']",긍정
얘네들은 먹이를 던져주면 버릇 나빠져서 이곳저곳을 헤지는 성격이다.,4,57,"['얘', '들다', '먹이', '던지다', '버릇', '나빠지다', '곳', '곳', '헤지', '는', '성격', '이다']",긍정
보이는 즉시 서열정리를 확실하게 해주어 교육시켜주자.,5,57,"['보이다', '서', '열', '정리', '확실하다', '해주다', '교육']",긍정
그래야 추후 다른 사람들에게 피해 주지 않는다.,6,57,"['래야', '추후', '사람', '피해', '주지', '않다']",부정
여름에는 6-8시에 가는것을 추천드립니다.,0,58,"['여름', '에는', '6-8시', '가다', '추천', '드리다']",긍정
마포대교로 지는 노을이 멋있습니다😃…,1,58,"['마포대교', '지다', '노을', '멋있다', '😃']",긍정
"여러 조형물들, 넓고 아름다운 풍경!",0,59,"['여러', '조형', '물들다', '넓다', '아름답다', '풍경']",부정
그리고 밤에는 예쁜 야경과 조명이 있어서 감동을 느낄수 있었어요!,1,59,"['밤', '에는', '예쁘다', '야경', '조명', '감동', '느끼다']",긍정
여자친구랑 그저 걷기만해도 행복한 시간을 보낼수 있었어요!,2,59,"['여자친구', '랑', '걷기', '만해', '도', '행복하다', '보내다']",긍정
공원쪽으로 걷다가 63빌딩에 아쿠아리움이랑 전망대 보는것도 좋은 생각인거같아요😄…,3,59,"['공', '원', '쪽', '걷다', '63', '빌딩', '아쿠아리움', '이랑', '전망대', '보다', '좋다', '생각', '인거', '😄']",긍정
야경도 볼만하고 오랜만에 편의점 뽀글라면 너무 맛있게 먹고 왔네요.,0,60,"['야경', '도', '볼', '만', '하고', '오랜', '만', '편의점', '뽀글라', '면', '너무', '맛있다', '먹다', '오다']",긍정
산책하거나 돗자리 깔고 마음 편안하게 쉬면서 버스킹 하시는분의 부드러운 노랫소리도 어우러져 분위기 좋은 여유로운 시간이 되기에 적합한것 같습니다.,1,60,"['산책', '거나', '돗자리', '깔다', '마음', '편안하다', '쉬다', '버스킹', '하다', '분', '부드럽다', '노랫소리', '도', '어우러지다', '분위기', '좋다', '여유', '로운', '되다', '적합하다']",긍정
도시에서 가족이나 친구들과 산책하기좋은곳 낮이나 밤이나 안전한공원 대중교통 인프라가 잘 되있어 어디에서 오던 진입이 쉬워서 좋은곳 서울 한강공원은 여러분의 휴식처가 되어줄것입니다,0,61,"['도시', '가족', '이나', '친구', '산책', '하다', '좋다', '곳', '낮', '이나', '밤', '이나', '안전하다', '공원', '대중교통', '인프라', '자다', '되다', '오다', '진입', '쉽다', '좋다', '곳', '서울', '한강', '공원', '은', '휴식', '처가', '되어다', '이다']",긍정
세계에서 보기 드물게 잘 가꾸어진 강변입니다.,0,62,"['세계', '보기', '드물다', '자다', '가꾸어지다', '강변', '이다']",긍정
자전거 도로와 걷기 도로가 따로 있어서 비교적 안전 합니다.,1,62,"['자전거', '도로', '걷기', '도로', '따로', '비교', '적', '안전', '하다']",긍정
다양한 문화행사가 이뤄집니다.,2,62,"['다양하다', '문화', '행사', '이뤄지다']",긍정
강물이 비교적 깨끗합니다.,3,62,"['강물', '비교', '적', '깨끗하다']",긍정
낮에도 밤에도 이쁘고 쉬기 좋아요.,0,63,"['낮', '에도', '밤', '에도', '이쁘다', '쉬다', '좋다']",긍정
겨울엔 엄청 추워요,1,63,"['겨울', '엔', '엄청', '춥다']",긍정
지금딱!!야장에서 단풍보며..맥주한잔하기 좋은!!,0,64,"['지금', '!!', '야장', '단풍', '보다', '..', '맥주', '한잔', '하다', '좋다', '!!']",긍정
야경이 정말 좋고 경치를 보며 먹는 라면은 최고입니다,0,65,"['야경', '정말', '좋다', '경치', '보다', '먹다', '라면', '은', '최고', '이다']",긍정
정말 몇년만에 다시가본 여의도한강공원~~ 넘나 달라졌네요~,0,66,"['정말', '만에', '다시', '가보다', '여의도', '한강', '공원', '~~', '넘다', '달라지다']",부정
잘 조성해놨어요,1,66,"['자다', '조성', '하다']",긍정
BTS10주년기념행사 보러왔는데 외국인들도 많은데 한국의 한강도 사랑하게될듯♡,2,66,"['BTS', '10', '주년', '기념', '행사', '보다', '오다', '외국인', '도', '많다', '한국', '한강', '도', '사랑', '하다', '되다', '♡']",긍정
날씨가 좋은 날이면 와서 산책하러 옵니다.,0,67,"['날씨', '좋다', '날다', '오다', '산책', '하다', '옵니다']",긍정
선선할때는 음식 싸들고 피크닉 하기 좋습니다.,1,67,"['선선', '하다', '는', '음식', '싸', '들다', '피크닉', '하다', '좋다']",긍정
자전거 빌리는것도 어렵지 않고 자전거 도로도 잘 되어있어 자전거 타기도 좋습니다.,2,67,"['자전거', '빌리다', '어렵다', '않다', '자전거', '도로', '도', '자다', '되어다', '자전거', '타', '기도', '좋다']",긍정
간만에 한강걷기~~소원트리와 한강의 야경과 더불어 라이브  노래를 들을 수 있어 한참 귀가 호강을 했네요.,0,68,"['간만', '한강', '걷기', '~~', '소', '원', '트리', '한강', '야경', '더불다', '라이브', '노래', '들다', '수', '한참', '귀가', '호강', '하다']",긍정
또 하나의 재미는 한강호에서 라면.,1,68,"['재미', '는', '한', '강호', '라면']",긍정
오뎅.떡볶이..추운.,2,68,"['오뎅', '떡볶이', '..', '추다']",긍정
칼바람을 맞으면서 먹는 갬성^^ 조용하게 걸으면서 생각에 빠지는것도  초강추!,3,68,"['칼', '바람', '맞다', '먹다', '개다', '성', '^^', '조용하다', '걸다', '생각', '빠지다', '초강추']",긍정
마포대교의 밤 야경은 더할나위 없이 좋습니다.,4,68,"['마포대교', '밤', '야경', '은', '더하다', '나위', '없이', '좋다']",긍정
안녕하세요.,0,69,['안녕하다'],부정
저기 솔직히 말하면 사람들이 너무 많아서 길이 안 보였어요? 🌫,1,69,"['솔직하다', '말', '하다', '사람', '너무', '많다', '길이', '안', '보이다', '🌫']",부정
그리고 안 보여서 부딪칠 뻔했어요.,2,69,"['안', '보', '여서', '부딪치다', '뻔하다']",부정
그리고 돗자리로 바닥에 깔려고 했는데요. 💺,3,69,"['돗자리', '바닥', '깔다', '하다', '💺']",긍정
자리가 없어서 곤란했어요?,4,69,"['자리', '없다', '곤란하다']",부정
그리고 화장실에서 도 줄을 써야 해서 너무 급한 사람이 오면 어떻게 해야 할까요? 🚹🚺,5,69,"['화장실', '도', '줄', '써다', '하다', '너무', '급하다', '사람', '오다', '어떻다', '하다', '하다', '요', '🚹🚺']",부정
화장실화장실 너무 급한 사람이 오면 그냥 양보를 해주세요??,6,69,"['화장실', '화장실', '너무', '급하다', '사람', '오다', '그냥', '양보', '해주다', '??']",부정
그리고 손을 잘 씻어서 나와주세요.,7,69,"['손', '자다', '씻다', '나오다']",긍정
근처에 따릉이(자전거 대여 서비스)가 많으며 자전거 타기 좋고 귀여운 강아지가 많다.,0,70,"['근처', '따릉', '자전거', '대여', '서비스', '가다', '많다', '자전거', '좋다', '귀엽다', '강아지', '많다']",긍정
