,0
134,"스케이트 보드 트랙이 따로 있지는 않지만, 동아리가 있는건지 보드 타는 사람들이 자주 보인다. 한적하게 데이트도 많이 하고, 자전거 등을 탈때 쉬어가기도 좋다. 꼭 뭔가를 먹지 않아도 앉아있을 장소가 많아서 부담없이 강보며 멍때리다 갈 수 있음."
135,주차비를 받는다고 하고 단속도 심해져서인지 작년 이맘때보단 바이크가 적었던 밤
136,"정말 평화롭다.
​
저마다 커플 단위로, 친구끼리, 선후배끼리 등 다양한 조합으로 이곳 반포한강공원을 찾았다.
​
반포한강공원은 엄청나게 넓은 곳임에도 불구하고, 주말을 맞아 한강 피크닉을 온 사람들이 워낙 많기 때문이어서인지 몰라도 발디딜 틈 없이 잔디밭 위는 가득했다.
​
저마다 재미있는 이야기를 나누며 하하호호 웃고 있었고, 각자 준비해오거나 시켜 온 음식을 맛있게 먹으며 행복한 시간을 보내고 있는듯 했다.
​
Peaceful 이라는 단어는 이러한 상황을 두고서 사용하는 것이 아닌가 싶었다."
137,"날씨가 많이 추워졌지만 그래도 언제나 좋은곳
오늘은 우크라이나를 위해 조명을 바꿔놨어요"
138,사람많고 조금은 시끄럽기도 하지만 잠깐의 여유와 함께 쉬기 좋은 장소. 떡볶이와 치킨은 주문후에 많이 기다려야 함.
139,"자전거 타러가기 좋은곳

하절기에는 무지개 분수도 나오고 밤도깨비 시장도 열립니다"
140,"새빛섬 분위기도 좋고 사람이 많지않아서 가끔씩 바람쐬러다니기 좋은 곳입니다.  일루미네이션 축제가 진행중이니 이쁜사진 찍기에도 좋은 장소인듯해요 커플들과 가족들이 나들이 하러도 많이 오는 장소이고 여기에 있는 뷔페 새빛퀴진도 분위기와 맛도 훌륭한 장소입니다.
소개팅 장소로도 추천합니다"
141,볼거리 먹거리 풍부해서 좋지만 맛도 중간 수용인원 대비 버릴곳 휴지통이 거의 없어서 개선이 필요합니다.
142,먹을거리가 많고 반포대교밑으로 흘러가는 한강을보면서 밤의 낭만을 즐기기에 좋음.
143,사람정말많고ㅎㅎㅎㅎㅎㅎㅎㅎ도깨비야시장 시작해서 그런지 사람이 더더더 많아질 예정인듯 하네유.. 세빛섬도 잘해놓고 예쁘고 포토스팟도 많아서 갈만해요~ 무지개 분수도 예쁘고요
144,"반포대교역시이쁘고
밤도깨비까지 해서구경하기좋았습니다.
무지개분수와 새빛섬까지
지인끼리함께해서좋았네요^^"
145,데이트하기 딱좋음 여름만 아니라면 봄가을 그리고 겨울 모두 좋았다
146,"세빛둥둥섬이 있던 곳, 조명밝힌 야경은 좋았으나 홈페이지의 소개된 내용과는 다소 달라 멀리서 찾아간 사람 헛수고하게 만든 곳ㅠ. 방문할 때는 반드시 목적지에 전화요망할 것!"
147,"넓고 조용한 산책로, 편의점, 주차장이 있는 공원이죠. 한강변 접근성도 좋은곳 입니다."
148,"앉을 곳이 많고, 서울의 야경을 멋지게 볼 수 있는 장소 중 하나."
149,바람불어 시원하고 간만에 가본 반포지구 이것저것 잘해놔 좋네요~~^^
150,"노을도 야경도 분위기도 정말 멋진장소!
러너들 라이더들 노점음식과 시민들을 보는 재미도 가득합니다."
151,오늘은 바람이 많이 불어서 좀 추웠지만 경치가 좋다.
152,건전한 밤문화를제대로 즐길수있었네요^^
153,각종 푸드트럭과 소상공인 샵 그리고 버스킹까지 최고의 야간 공원인듯
154,비온뒤라 날씨도 선선하고 사람도 별로없고 좋았어요 ㅋ 즉석라면 ...짱 ㅋㅋ👍👍…
155,두 말할 필요 없이 평화로운 느낌에 잘 조성된 공원입니다. 여기 사시는 분들 부럽습니다~!
156,흐려서 아쉬웠지만 한강 보면서 재밌는 추억을 만들 수 있는 공간!
157,야경이 너무 아름답고 데이트 하기 좋아요 자전거 빌려서 자전거 타면 좋을것 같습니다
158,요즘 주말에 밤도깨비 야시장 해서 먹을 것도 많고 구경거리도 있고 좋네요!! 다만 푸드트럭마다 줄 길어서 한참 기다려야 되는 거랑 주차가 너무 힘든 건 단점... 요즘 날씨도 좋아서 산책하기 정말 좋아요!
159,자전거타러 처음간곳 바람쐬고 기분 전환하기 참 좋은것같아요 !
160,"덥지않은 흐린 날씨에 연휴 마지막날 다양한 사람들이 찾은 한강공원, 어머니와 나들이? 아주 좋아하신다"
161,"5월 마지막 날
무더운 날씨에도 시원한 한강바람 최고
산책하기 딱 좋은 공원
단, 햇빛을 가릴수 있는 물품은 필수"
162,"야경이 너무 멋져요 낮에도 볼만하구요
가족이랑도 친구랑도 자주와요.
세빛섬 찍고 오면 찾기쉬워요"
163,완죤 맛있는것도많고 음악도듣고 시원하고 좋았어요^^
164,시람은 많지만 공원이라 그런지 너무 좋았어요 반포한강에는  유채꽃이 피더라구요 ~  걷기 너무 좋은 곳이에요 ㅡ 힐링포인트
165,"도깨비야시장 잘다녀왔어요

그런데 가는날이 장날이라고
비온후라 우천으로 취소되었더라구요
다음엔 홈피 들어가서 확인하고
가봐야겠어요"
166,좋은 뷰를 보면서 운동하기에 좋습니다.
167,"언제가도 좋은 곳
오랫만에 보는 반포대교 분수쇼"
168,"자전거, 산책, 러닝, 데이트 어느하나 날 실망시킨 적 없는 반포한강공원. 여름에 분수쇼를 보며 맥주 한 잔 하기 딱 좋아요"
169,"원래 정말 좋아하는 곳인데, 최근에 소풍, 밤도깨비 야시장 등으로 몰려드는 이용객들로 인해 상당히 정신없어진 듯하다."
170,세빛 일루미네이션 빛축제라 방문했는데 넘 평범한(?) 행사라 그런지 썰렁~
171,도깨비야시장과 함께 저녁에도 즐기기좋은 데이트코스입니다.
172,"먹거리 많고 야경 좋고 그래서 연인, 가족 단위의 사람이 많은 휴식처. 단, 화장실에도 사람이 많음.ㅋ~"
173,"금, 토요일에만 열리는 푸드트럭과 소품 플리마켓 낭만있음"
174,분위기가 놈 않좋아. 상업적으로 포장만 되어 있음
175,"사람 짱많음 코로나 안끝나는 이유임
물론 나도 잘한건없음 암튼 사람많음"
176,"돗자리필수,배달시켜도되는데 먹을거리 챙겨오는게 좋아요  주차대란있으니 마음 각오하기를....튜브보트에서도 먹어도 되는데 멀미할수있음!"
177,"늦여름에 덥지 않고 피크닉하기 좋아요.
자전거도 타고 저녁엔 요트도 탈수 있어요."
178,"마침 야시장을 하는 날이 였는데...
깔끔하고 좋았지만,화장실과 휴지통이 없어 아쉽"
179,아침에 멋진일출도 볼수있고 야경을보며 치맥을 즐기며 휴식을  즐기기에 좋은 장소입니다
180,새빛 둥둥섬 뷰와 한강 뷰가 좋은 쉴 곳... 그늘막 텐트 하나면 오케이... 근데 그 앞에서 주문한 통닭? 한마리 가격에 반마리의 양에 실망... 차라리 즉석 라면이...
181,걷기운동하게 잘 조성돼있고  노을진 한강뷰도 감상할수있고
182,정말 분위기 갑! 금토일엔 야시장까지 있으므로 애인이랑 함께오면 그냥 데이트 한그릇 뚝딱입니다.
183,애들 외가집 근처 두세시간 시간 보내기 참 좋은 곳
184,"여러가지 음식종류의 푸드트럭 다양한 행사...
입추도 지나고 말복도 지나서  강바람도 시원하고 사람들도 많네요
시각마다 색이 변하는 세빛둥둥섬도 있고 다른 한강공원보다 볼것도 많고 먹을것도 많아서 좋아요"
185,"'반포한강공원 세빛섬 유채꽃 축제 (5월10~11일)'라고 홍보를 많이 했으나, 꽃도 제대로 피지 않았고 행사 준비가 엉망. 안내표지판도 눈에 잘 안보이고, 물어보면 행사요원들마다 대답이 다름. 지하철역에서의 접근성도 안좋고, 행사준비는 경험해본 중 최악. 앞으로는 '유채꽃 축제'란 말을 하지 않는게 좋겠음. 한강공원 놀러오는 정도로만 이용되면 좋을 듯.
사진은 유채꽃 축제를 겸하여 반포한강공원에 놀러왔다가 돌아가는 사람들 모습. 축제라고 하여 평소보다 사림들이 많이 찾았는데, 대중교통 이용 안내가 제대로 되지 않아, 스마트폰 사용이 어두운 사람은 다니기 매우 불편할 듯."
186,좋은데...사람이 너무 많아요 낙조가 환상적이네요
187,"야경도 예쁘고 한적하게 걷기에도 좋아요
자전거 타기에도 편하고 바람도 시원해요"
188,아크로 리버파크 아파트 앞 한강둔치의 공원 서래섬과 세빛섬등이 있어 서초구의 대표적 시민공원임
189,"반포한강공원 마리나파크의 이국적인 풍경
통닭집, 편의점, 카페가 모여있는곳"
190,넓은 주차장과 자전거도로 그리고 광장 편의점 등등 편의점에서 먹는 끊려먹는 라면은 정말 일품입니다 맥주도 팔아요
191,한강젼에서 가장 편안하고 교통좋고 쉬고 먹고 즐기기 편안한곳. 잠수교 야경 분수대도 일품인곳. 서울 한강변에서 시민들이 풍족하게 쉴수있는곳이다. 이벤트 행사도 많다.
192,"가족단위, 연인들이 가보기 좋은곳. 분수쇼와 다양한 먹거리가 있으며, 새빛둥둥섬도 가볼만한 곳."
193,푸드트럭 중 닭강정은 정말 비추. 기름을 너무 여러번 써서 탄 맛을 느낄 정도 ㅜㅜ 불고기 초밥도 그닥 비추합니다. 다만 반포대교의 야경은 정말 좋네요.
194,아침일찍 갔는데 너무 조용하고 좋네요
195,넓고 깨끗하고 사람많고 자연을 접할 수 있고
196,너무 좋습니다 산책이나 야경사진 찍기 좋은곳입니다
197,"여름밤에 시원한바람까지 너무좋아서 또 오고싶음
자전거까지타니까 너무 행복햇다"
198,고속터미널 근처 한강공원 이쁘고 돗자리랑 텐트를 펼칠 수 있는 구역이 정해져 있습니다. 근처에 피크닉을 위한 음식을 파는 곳도 있고 좋습니다.
199,"주차와 화장실이 불편하지만, 가족, 연인, 친구들과 가볍게 피크닉을 즐길 수 있는 곳
주말엔 밤도깨비야시장이 펼쳐지기도 하고, 낚시, 요트 등 각종 레저시설들이 있음"
200,편의시설도 잘되어있고 강남 접근성이 좋습니다
201,시민들의 휴식처 잔디공원이  좀더많았으면 좋겠어요
202,세빛 둥둥 섬 아이들과 가족 나들이   커플 데이트 장소로 좋아요 뷔페 카페 편의점이 있어서 식사도하고 모들걸 한번에 해결할수 있는 곳입니다 저녁에 7시30분 부터 반포대교에서 분수쇼도 하고 야경도 최고입니다
203,가족과 석양을 즐길 수 있는 최고의 장소
204,낮에 가도 밤에 가도 언제나 좋음! 겨울엔 추워서 오래 있지는 못함. 여름에는 반포대교에서 하는 분수쇼가 볼만 함
205,"넓은 잔디, 나무가 좀 더 있었으면 좋았을. 이지역은 텐트 필수"
206,그늘막 치고 가족들과 하루 놀다 오기 좋은곳
207,날씨 맑고 미세먼지 없으면 서울시에서 가장 좋은 공원 그리고 식당.
208,"강바람시원, 움악분수, 세빛섬 야경 최고. 잔디밭 돗자리 OK."
209,"주말에 붐비나, 가볼만한곳"
210,산책하기 좋습니다. 마스크 쓰고 2미터 유지합시다
211,소소하게 걷기 좋은곳 도깨비시장 구경하는것도 재미
212,"잠수교 기점으로 자전거운동 자주가는 곳
채빛섬 야간모습"
213,"금,  토 저녁의 밤도깨비장이 한번은 가볼만한 곳이다."
214,시원하고 아름다운 밤을 만들고 싶다면!! 차 말고 걸어서 가기~~
215,이것이 강남이고 반포다.
216,"5세 딸이랑 오늘 저녁에 산책겸 다녀왔어요. 추석맞이 콘서트도 했는데, 푸드버스(?)에서 음식 주문하면 앉아서 먹으면서 싱어송라이터 여자 가수분 공연도 보고 좋습니다. 지난달 보았던 음식축제는 종료가 되었나보더라구요. 아무튼, 외국인도 많이 보이고 좋습니다. 다만, 라면,치킨등 시민들 스스로 먹은 쓰레기가 잔디밭 위에 꽤 보이고 냄새도 꽤 납니다. 성숙한 시민의식 필요합니다."
217,음식은 맛있고 분위기가 일단 좋았어요. 물론 사람도 많고 조금 더운게 흠이라면 흠?
218,넓고 야경보면서  커피나  레스토랑 에서  식사하기  좋아요  다리걸어다니면서  걸어다니기  좋습니다
219,"반포한강공원은 한강시민공원들 중 가장 화려하고 다채로운 곳입니다.
유명한 세빛섬, 반포 달빛무지개 분수 외에도 수많은 선상 카페와 레스토랑, 요트 탑승장, 서래섬 등이 있습니다.

제1주차장 주차후 공원 동쪽부터 서쪽으로 축구장, 농구장, 반포물방울 어린이놀이터, 이랜드크루즈, 수변무대, 반포대교&잠수교, 가빛섬(튜브스터 보트, 골든블루 마리나 요트, 이솔라 레스토랑, 카페돌체, GS25, FIC 웨딩&연회 컨벤션, 비스타 레스토랑)&채빛섬(비어가든, 라이트 브라더스, 채빗퀴진 뷔페, 채빛 프라이빗 다이닝룸)&솔빛섬(무드 서울, 무드서울 바이 겟올라잇), 예빛섬(영화촬영장소), 서래나루 마리나파크(카페, 웨딩홀, 서래나루 수상택시, 반포조정면허시험장), 서래섬 등이 있습니다.

한바퀴 걸어서 도는데 7.5km, 두시간 정도 소요되네요."
220,"친구 모임. 있어서. 다녀왔습니다
뷔페식당 음식도 괜찬았습니다"
221,자전거 타기 걷기 가만히 앉아있기 좋아요.
222,적당한 사람들 좋은풍경이 좋아서 자주갑니다
223,"편의점에서 (준비해 간)집김밥이랑 끓인 라면한그릇 때리고 둥둥섬 근처 버드나무 밑에 돋자리깔고 낮잠도 때리고 옴.
키야~좋다"
224,자전거 마니아들의 성지가 있는~~~. 또한 건너편에는 뚝섬유원지가 있다면 남쪽인 이곳과 잠실엔 사람들로 넘쳐나는 그런 곳. 더불어 잠수교와 한강에 플로팅아일랜드가... 멋있는 곳~~~
225,저녁 산책하기 좋아요.
226,걷기 좋다. 운동할 수 있는 시설들이 최근 다시 풀려 운동도 할 수 있음. 규모가 커서 주중에 가도 사람이 매우 많다..
